Documento,Titolo programma,Titolo sequenza/servizio,Canale Trasmissione,Data Trasmissione,Durata,Contenuto Audio,Contenuto Video,ID Notice,Note,Time Start,Time Stop
565,Tg1 edizione 13 30,Emergenza sbarchi,RAI UNO,2015-08-06 00:00:00,00:02:11:09,"Aggiornamenti sulle operazioni di soccorso in mare ai barconi carichi di migranti effettuate dalla Guardia Costiera italiana nell' ambito dell' operazione di sicurezza delle frontiere Triton dell' Unione Europea condotta da Frontex, l'agenzia Europea di controllo delle frontiere. Disagi dovuti alla mancata collaborazione di alcune regioni del Nord Italia nell' accoglienza dei migranti.","Frittella lancia servizio. 8 giugno 2015. Corigliano Calabro, Cosenza, Calabria, Italia, intervista al sindaco Geraci; soccorritori assistono immigrati clandestini sbarcati in porto. Repertorio, imbarcazioni cariche di immigrati clandestini in navigazione; Roma, Lazio, Italia, centrale operativa della Guardia Costiera, agenti al lavoro davanti a computer. Sequenze tratte da video della polizia di Stato mostrano agenti di Polizia portare via in arresto presunto scafista. Cartello grafico su dati relativi all' accoglienza dei migranti.",T15159/105,"Non ci sono immagini di repertorio, interviste ",,
382,Tg1 edizione 13 30,In difesa del cibo italiano,RAI UNO,2015-08-07 00:00:00,00:01:35:15,Manifestazione di protesta di allevatori e coltivatori dell'associazione Coldiretti a Roma contro l'approvazione da parte dell'Unione Europea dell'uso del latte in polvere per la produzione di formaggio.,"Anzaldo lancia servizio. 8 luglio 2015. Roma, Lazio, Italia, esterni palazzo Montecitorio, manifestazione di protesta dell'associazione Coldiretti, interviste separate a presidente Coldiretti Moncalvo e al ministro delle Politiche agricole alimentari e forestali Martina. Repertorio, interni caseifici, casari al lavoro. Dettagli formaggi.",T15189/105,"Non ci sono immagini di repertorio, interviste ",,
659,Tg1 edizione 13 30,Senato: no a referendum,RAI UNO,2015-08-07 00:00:00,00:01:35:13,"Voto contrario in Senato sulla proposta avanzata dal Movimento Cinque Stelle (M5S) di discutere un disegno di legge di iniziativa popolare per indire un referendum sulla moneta unica Euro, e sulla proposta del movimento Lega Nord di un referendum di indirizzo per rifondare l'Unione EUROPEA.","8 luglio 2015. Roma, Lazio, Itali, esterni e interni palazzo Madama, seduta del Senato, interviste separate al senatore del Movimento 5 Stelle (M5S) Crimi, al deputato del partito Nuovo Centrodestra (NCD) Lupi. Repertorio, apparizioni pubbliche del presidente del partito Forza Italia (FI) Silvio Berlusconi, del presidente dei deputati del gruppo parlamentare FI alla Camera Renato Brunetta, del presidente del movimento Sinistra Ecologia e Libertà (SEL) Nichi Vendola, del deputato del Partito Democratico (PD) Pier Luigi Bersani.",T15189/105,"Non ci sono immagini di repertorio, interviste ",,
407,Tg1 edizione 13 30,"""I miei mesi nello spazio""",RAI UNO,2015-08-09 00:00:00,00:01:52:10,Incontro dell''astronauta dell'Agenzia Spaziale Europea (ESA) Samantha Cristoforetti con i cittadini nell'ambito di una serata della Milanesiana al Teatro Strehler di Milano dove l'astronauta ha raccontato la sua esperienza a bordo della Stazione Spaziale Internazionale (ISS).,"Grimaldi lancia servizio. 8 settembre 2015. Milano, Lombardia, Italia. Teatro Strehler di Milano, rassegna Milanesiana, l'astronauta ESA Cristoforetti tiene discorso. Repertorio: Cristoforetti all'interno della Stazione Spaziale Internazionale ISS. Fotografie di Cristoforetti.",T15251/105,"Non ci sono immagini di repertorio, interviste ",,
132,Tg1 edizione 13 30,Via al piano Draghi per l'acquisto dei titoli,RAI UNO,2015-09-03 00:00:00,00:01:46:00,"Dettagli sul piano finanziario di acquisti di titoli di Stato da parte della Banca Centrale Europea (BCE), detto Quantitative Easing (QE) per rilanciare l' economia dei paesi dell' Eurozona che partirà il 10 marzo 2015.","Frittella lancia servizio. Repertorio: Francoforte, Germania, esterni interni sede Banca Centrale Europea (BCE), fasi stampa banconote Euro. Operai lavorano in varie industrie. Cartelli grafici sul piano della BCE detto Quantitative Easing.",T15068/105,"Non ci sono immagini di repertorio, interviste ",,
106,Tg1 edizione 13 30,"Atene, scadenza rispettata",RAI UNO,2015-09-04 00:00:00,00:01:16:00,Rimborsata dal governo greco la prima rata del prestito fornito dall' organizzazione FMI per far fronte alla crisi economica.,"Zucchini lancia servizio. Aprile 2015. Bruxelles, Belgio, esterni sede Commissione Europea. 8 aprile 2015. Mosca, Russia. Conferenza stampa congiunta del presidente della russo Vladimir Putin e del Primo ministro greco Alexīs Tsipras. Dettagli di articoli di quotidiani greci. Repertorio. Operai a lavoro in cantieri.",T15099/105,"Non ci sono immagini di repertorio, interviste ",,
11,Tg1 edizione 13 30,La crisi economica della Grecia,RAI UNO,2015-09-06 00:00:00,00:01:20:00,Aggiornamenti sulla crisi economica della Grecia.,"Frittella lancia servizio. Repertorio. Bruxelles, Belgio. Esterni sede della Commissione europea. Località varie. Apparizioni pubbliche del primo ministro della Grecia, Alexis Tsipras. Grecia. Persone anziane in fila davanti ad istituti bancari, prelevano allo sportello bancomat.",T15160/105,"Non ci sono immagini di repertorio, interviste ",,
225,Tg1 edizione 13 30,Le proposte della Grecia,RAI UNO,2015-09-07 00:00:00,00:02:03:00,Le proposte di accordo per il rientro del debito nei confronti dei creditori internazionali presentate dalla Grecia all' Unione Europea; punti di divergenza tra le proposte greche e le richieste dell' Unione Europea; dichiarazioni del Segretario al Tesoro degli USA in favore di una rinegoziazione del debito della Grecia.,"Anzaldo lancia servizio. 8 luglio 2015. Bruxelles, Belgio, esterni interni sede della Commissione Europea, conferenza stampa portavoce della Commissione Europea Margaritis Schinas. Atene, Grecia, esterni palazzo del Parlamento. Washington, USA, intervento del segretario al Tesoro USA Jacob Lew. Germania, discorso del presidente della Bundesbank Jens Weidmann. Repertorio: discorso del direttore operativo dell' organizzazione FMI Christine Lagarde.",T15190/105,"Non ci sono immagini di repertorio, interviste ",,
443,Tg1 edizione 13 30,Situazione della Grecia,RAI UNO,2015-09-07 00:00:00,00:01:20:00,Analisi delle difficoltà finanziarie della Grecia con riferimento ai debiti contratti nei confronti dei pesi esteri e dell' organizzazione FMI.,"Luglio 2015. Atene, Grecia, primo ministro della Grecia Alexis Tsipras scende da auto ed entra in palazzo; esterni del parlamento della Grecia; persone camminano in strada; dettagli lettera inviata dal governo greco al fondo salva stati per attivare un nuovo piano di salvataggio della Grecia. Inseriti cartelli grafici con illustrate riforme proposte dal governo greco per il rientro del debito nei confronti dei creditori internazionali. Repertorio: Tsipras cammina assieme al presidente del Parlamento europeo Martin Schulz. Bruxelles, Belgio, esterni palazzo sede Commissione Europea.",T15190/105,"Non ci sono immagini di repertorio, interviste ",,
505,Tg1 edizione 13 30,Rialzo delle stime di crescita per l' economia italiana.,RAI UNO,2015-09-11 00:00:00,00:01:27:16,Riviste al rialzo le stime di crescita dell' economia italiana stilate dall' organizzazione OCSE. Prevista il 9 novembre 2015 riunione ministri finanziari Eurozona (Eurogruppo) per discutere gli aiuti economici alla Grecia e la richiesta di maggior flessibilità di bilancio per le spese riguardanti l' accoglienza ai migranti.,"Grimaldi lancia servizio. Repertorio, località varie, consulenti finanziari controllano andamento mercati azionari su monitor computer. Italia, riprese dall' alto abitazioni. Bruxelles, Belgio, riunione ministri finanziari Eurozona (Eurogruppo). Incontro tra presidente dell’ Eurogruppo Jeroen Dijsselbloem e primo ministro greco Alexis Tsipras. Parigi, Francia, esterni sede organizzazione OCSE. Cartelli grafici con dati relativi a Prodotto Interno Lordo (PIL), tasso di disoccupazione e debito pubblico italiano.",T15313/105,"Non ci sono immagini di repertorio, interviste ",,
204,Tg1 edizione 13 30,Il Genoa sogna l' Europa,RAI UNO,2015-10-02 00:00:00,00:01:28:00,La Lazio sconfitta per 1 a 0 dal Genoa nella partita valida per la XXII giornata del campionato italiano di calcio di serie A. Dalla stagione calcistica 2015 - 2016 la gestione delle immagini televisive delle partite di calcio sarà affidata alla Lega Calcio a seguito delle polemiche tra le società Juventus e Milan riguardo la diffusione di un replay riguardante un presunto fuorigioco.,"Frittella lancia servizio. 9 febbraio 2015. Roma, Lazio, Italia, fasi partita di calcio Lazio - Genoa. Torino, Piemonte, Italia, partita di calcio Juventus - Milan. Presidente Juventus Andrea Agnelli assiste su spalti. Vicepresidente vicario Milan Adriano Galliani cammina in interni. Repertorio, interni stadi, dettagli telecamere.",T15041/105,"Non ci sono immagini di repertorio, interviste ",,
304,Tg1 edizione 13 30,La banda delle gioiellerie,RAI UNO,2015-10-02 00:00:00,00:01:34:00,"Sgominata a Milano (Lombardia) una banda di nove rapinatori romeni, autori di rapine in vari paesi europei. Organizzazione, composizione e modus operandi della banda.","Frittella lancia servizio. 10 febbraio 2015. Milano, Lombardia, Italia, interviste separate a comandante reparto operativo dei Carabinieri Storniolo e dirigente squadra Mobile Giuliano. Repertorio: Sequenze video diffusi da carabinieri mostrano rapinatori durante rapine in gioiellerie. Dettaglio armi sequestrate ai rapinatori.",T15041/105,"Non ci sono immagini di repertorio, interviste ",,
101,Tg1 edizione 13 30,Crisi economica della Grecia,RAI UNO,2015-10-06 00:00:00,00:01:14:00,Bocciato dalla Commissione Europea il piano di riforme presentato dal governo della Grecia per ricevere ulteriore prestito internazionale.,"Frittella lancia servizio. Repertorio. Bruxelles, Belgio. Esterni e interni palazzo sede della Commissione Europea, capi di Stato e di Governo dei paesi dell' Unione Europea (UE) posano per fotografia di gruppo. Atene, Grecia, primo ministro della Grecia Alexis Tsipras tiene discorso in parlamento.",T15161/105,"Non ci sono immagini di repertorio, interviste ",,
431,Tg1 edizione 13 30,"Migranti, la UE divisa",RAI UNO,2015-10-06 00:00:00,00:01:40:00,Posticipata l'approvazione del piano di accoglienza e distribuzione degli immigrati extracomunitari clandestini tra i Paesi membri dell'Unione Europea. Confronto politico sulla gestione dell'accoglienza degli immigrati.,"10 giugno 2015. Roma, Lazio, Italia, interviste separate al capogruppo alla Camera del movimento Lega Nord Fedriga e a deputata Partito Democratico (PD) Rotta. Repertorio, esterni interni sede Commissione Europea, presidente della Commissione Europea Jean Claude Juncker tiene discorso; alcuni politici rilasciano interviste, tra cui il presidente della Regione Lombardia Roberto Maroni e il segretario federale del movimento Lega Nord Matteo Salvini.",T15161/105,"Non ci sono immagini di repertorio, interviste ",,
258,Tg1 edizione 13 30,Esame europeo,RAI UNO,2015-10-07 00:00:00,00:01:48:00,Esame del piano di riforme economiche del governo greco da parte dei creditori internazionali.,"Anzaldo lancia servizio. Repertorio. Presidente della Commissione Europea Jean Claude Juncker cammina in interni, presidente della Banca Centrale Europea (BCE) Mario Draghi parla con il direttore operativo del Fondo Monetario Internazionale (FMI) Christine Lagarde. Il presidente dell'Eurogruppo, Jeroen Dijsselbloem rilascia intervista. Il presidente della Francia François Hollande cammina in esterni e rilascia intervista. Cancelliere tedesca Angela Merkel cammina in interni. Ministro Finanze tedesco Wolfgang Schäuble seduto su sedia a rotelle.",T15191/105,"Non ci sono immagini di repertorio, interviste ",,
91,Tg1 edizione 13 30,Agli ottavi tra i fischi,RAI UNO,2015-10-12 00:00:00,00:01:30:00,"Torneo di calcio Champions League, risultato partita Roma - BATE Borisov 0 - 0. Attesa per le partite delle squadre italiane impegnate nel Torneo di calcio Europa League.","Interni studio Tg1, Grimaldi parla seduta dietro scrivania. 9 dicembre 2015. Torneo di calcio Champions League, fasi partita Roma - BATE Borisov 0 - 0. Conferenza stampa dell'allenatore della Roma, Garcia. Repertorio. Italia. Fasi partite.",T15344/105,"Non ci sono immagini di repertorio, interviste ",,
329,Tg1 edizione 13 30,Procedura di infrazione UE sull'identificazione degli immigrati,RAI UNO,2015-10-12 00:00:00,00:01:45:00,Annunciato avvio di procedura di infrazione della Commissione Europea nei confronti dell'Italia per il mancato rispetto del regolamento europeo sull'identificazione degli immigrati extracomunitari clandestini.,"Interni studio Tg1, Grimaldi parla seduta dietro scrivania. Repertorio. Località varie. Operazioni di prelievo impronte digitali a immigrati extracomunitari clandestini. Italia. Operazioni di soccorso in mare e sbarco di immigrati extracomunitari clandestini. Bruxelles, Belgio. Esterni palazzo sede Commissione Europea.",T15344/105,"Non ci sono immagini di repertorio, interviste ",,
455,Tg1 edizione 13 30,Scontro UE Bankitalia su Decreto Salva banche,RAI UNO,2015-10-12 00:00:00,00:01:22:00,"Scambio di accuse tra Banca d'Italia e Commissione Europea sulla penalizzazione dei risparmiatori derivata dal Decreto Legge, cosiddetto ""Salva banche"", per il salvataggio dal fallimento delle banche CariFerrara, Banca Marche, Banca Etruria e Carichieti.","Repertorio. Roma, Lazio, Italia. Esterni palazzo sede Banca d'Italia, dettaglio targa. Italia. Esterni interni banche, impiegati a lavoro, particolare mani contano banconote. Politici italiani rilasciano interviste tra cui il deputato del partito Forza Italia (FI) Renato Brunetta. Bruxelles, Belgio. Esterni palazzo sede della Commissione Europea. Località varie. Interni tipografia Zecca dello Stato, macchinari per la stampa di banconote in funzione. Cartelli grafici sui contenuti del decreto ""Salva banche"".",T15344/105,"Non ci sono immagini di repertorio, interviste ",,
560,Tg1 edizione 13 30,Polemiche su Triton,RAI UNO,2015-11-02 00:00:00,00:02:29:24,"Polemiche sull' operazione denominata ""Triton"", per il controllo delle frontiere esterne degli Stati membri dell'Unione Europea e la gestione dell'emergenza immigrazione nel Mar Mediterraneo, in seguito alla morte per ipotermia di ventinove immigrati extracomunitari clandestini a bordo di una imbarcazione di soccorso a largo della Libia. Bilancio delle vittime dei naufragi. Posizione dell' Unione Europea in merito. Intervento in lingua inglese tradotto in italiano della portavoce della Commissione Europea.","Frittella lancia servizio. 10 febbraio 2015. Italia, interviste separate a portavoce dell' Alto Commissariato delle Nazioni Unite per i Rifugiati (UNHCR) Sami e a rappresentante dell' organizzazione internazionale per le migrazioni Abbate. Lampedusa, Agrigento, Sicilia, Italia, panoramica del centro di prima accoglienza (CPA); carri funebri in transito nel porto. Bruxelles, Belgio, interni sede Commissione Europea, portavoce della Commissione Europea Nertaud parla in conferenza stampa. Repertorio, immigrati su imbarcazioni. Sequenze tratte da ""Corriere TV"", soccorritori assistono immigrati tratti in salvo dopo naufragio; video della Guardia Costiera, soccorritori aiutano immigrati a scendere da imbarcazione. Cartelli grafici su vittime del naufragio.",T15042/105,"Non ci sono immagini di repertorio, interviste ",,
